23,19,411.133,212.479
24,27,684.235,321.406
24,27,718.6,282.561
24,33,419.962,288.092
24,24,440.369,274.231
24,18,398.094,215.91
25,27,712.479,282.818
25,27,677.96,314.835
25,25,419.819,282.613
25,24,441.041,278.32
25,18,405.358,215.299
25,18,391.966,210.956
26,27,706.81,285.634
26,27,673.962,312.104
26,25,418.665,276.442
26,18,399.791,210.908
27,27,668.653,309.693
27,27,700.255,273.808
27,25,416.546,273.785
27,25,398.528,202.503
28,32,663.961,310.424
28,27,695.545,272.802
28,25,415.532,262.478
29,32,653.863,312.727
29,27,689.057,271.609
29,30,409.566,260.817
30,27,648.321,306.61
30,27,686.526,270.782
30,20,410.453,272.477
31,27,643.334,302.304
31,27,681.099,268.39
31,20,406.578,262.176
32,37,638.404,327.039
32,27,636.69,273.474
32,27,669.637,259.967
33,27,634.981,300.302
33,27,663.765,257.164
34,27,626.662,290.629
34,18,386.333,246.333
35,37,629.129,324.213
35,32,621.673,272.985
36,32,612.079,320.411
36,27,626.44,285.17
36,25,386,242.667
37,27,635.784,256.002
37,32,611.172,282.634
38,32,604.176,275.146
39,27,597.767,271.639
40,38,761.903,375.211
40,27,588.691,279.197
40,27,621.409,246.923
40,20,448.681,241.322
41,38,748.276,376.21
41,39,761.211,294.829
41,27,592.887,272.617
41,20,450.898,239.518
42,38,746.419,367.128
42,39,759.406,299.004
42,27,590.414,275.46
42,20,454.03,235.926
43,38,742.617,364.414
43,39,751.358,297.863
43,32,576.848,251.433
43,27,590.619,276.42
43,20,455.215,229.878
44,39,739.24,294.772
44,27,580.814,270.38
44,20,457.41,223.873
45,38,732.798,351.868
45,39,735.299,294.328
45,27,577.207,271.978
45,20,457.494,218.712
46,40,725.593,325.03
46,32,571.986,270.437
46,20,458.04,219.532
47,32,568.501,296.024
47,40,723.462,327.075
47,27,548.563,270.46
47,32,588.747,265.673
47,20,458.006,215.761
48,38,711.667,340
48,40,713.921,306.938
48,27,555.649,264.665
48,20,455.995,211.356
49,32,525.754,300.826
49,40,706.609,315.25
49,27,555.963,253.208
49,20,460.421,232.046
50,40,698.873,321.508
50,32,530.984,258.29
50,27,572.19,255.675
51,40,690.657,320.127
51,27,541.854,261.182
52,40,685.191,310.904
52,32,524.71,263.929
52,27,561.168,256.003
53,38,686.333,343.667
53,38,674.333,345.333
53,40,680.641,294.697
53,27,532.566,258.117
54,38,674.633,336.1
54,32,533.333,290
54,41,677.457,271.471
54,27,513.547,258.019
54,27,553.863,245.649
55,32,486.258,283.113
55,40,664.709,309.695
55,42,515.223,244.405
55,20,499.79,230.99
55,32,541.015,263.09
56,40,659.044,309.2
56,27,518.848,255.275
57,38,654.515,330.588
57,41,655.854,265.499
57,20,495.928,256.208
57,32,539.32,251.086
58,40,645.083,296.984
58,27,508.24,251.486
59,40,649.065,303.154
59,40,632.574,299.734
59,32,505.632,251.82
60,38,629.638,316.724
60,38,646.776,303.005
60,41,637.314,258.442
60,27,503.852,250.648
61,40,630.195,292.908
61,27,522.309,249.335
61,32,482.091,251.174
61,42,510.667,212.667
61,43,371.991,195.724
62,40,627.828,282.967
62,27,494.483,245.404
62,43,365.853,207.296
63,40,624.558,278.376
63,27,508.314,256.159
63,27,500,236.667
63,27,478.122,244.882
63,43,358.157,212.335
64,40,622.902,275.584
64,20,488.784,252.582
64,20,484.275,215.396
64,42,514.25,215.817
64,43,353.705,212.886
65,40,619.208,274.065
65,27,486.558,240.464
65,43,347.101,208.311
66,40,617.294,266.072
66,42,510.574,242.555
66,20,477.667,225.558
66,43,340.754,211.786
67,27,479.407,252.17
67,40,614.751,267.511
67,27,476.719,225.368
67,43,335.901,214.439
68,40,612.622,267.109
68,32,480.288,233.478
68,43,330.88,213.37
69,40,608.49,265.111
69,42,488.207,211.423
69,27,471.238,241.289
69,43,317.895,213.26
70,42,466.757,262.387
70,40,606.131,263.776
70,42,469.912,219.943
70,42,487.905,222.386
70,27,454.538,205.403
70,43,311.877,211.684
71,20,455.333,241.667
71,40,602.81,255.681
71,27,488.832,220.057
71,27,460.619,219.18
71,43,310.843,213.053
72,27,492.289,244.38
72,40,600.617,250.937
72,27,482.16,217.12
72,27,461.699,234.087
72,43,304.644,212.871
73,40,596.766,249.86
73,20,486.295,210.322
73,20,457.673,212.734
73,43,296.619,214.115
74,40,595.457,249.309
74,42,486.517,216.534
74,20,457.274,212.034
74,43,285.722,209.599
75,42,485.144,217.617
75,40,593.576,243.917
75,20,454.792,208.579
75,43,282.481,205.865
76,40,590.648,245.91
76,27,451.579,202.901
76,43,279.766,210.141
77,40,589.678,247.193
77,20,486.216,199.476
77,42,452.25,205.129
77,43,273.096,200.314
78,40,588.78,245.356
78,42,455.198,211.312
78,43,276.194,210.361
79,40,585.803,239.558
79,42,483.429,196.887
79,27,457.679,203.824
79,43,275.33,209.925
80,40,584.733,236.068
80,27,483.308,196.677
80,27,459.323,197.501
80,43,273.768,211.499
81,40,583.056,236.563
81,27,484.449,191.965
81,43,271.332,200.707
81,27,461.443,189.457
81,44,278.354,71.5451
82,40,581.474,235.897
82,43,273.232,218.233
82,20,470.706,191.036
82,45,276.441,69.2933
83,43,280.797,230.096
83,43,285.347,236.977
83,40,578.717,235.052
83,43,271.704,204.706
83,20,459.123,199.454
83,44,274.056,69.6025
84,40,578.012,232.519
84,43,279.166,217.188
84,20,461.846,188.827
85,40,577.996,230.705
85,43,276.072,206.328
85,27,462.7,198.172
86,43,287.419,220.09
86,40,578.147,227.819
86,20,466.606,201.897
86,44,264.05,70.9
87,43,290.372,225.673
87,40,578.34,226.164
87,42,466.988,198.014
87,44,262.96,74.0715
88,43,297.483,205.325
88,43,284.287,209.471
88,40,578.72,223.369
88,27,468.578,197.521
88,44,262.166,74.0266
89,43,299.454,226.987
89,40,579.437,219.611
89,27,470.977,198.516
89,44,257.4,74.1184
90,43,302.256,228.608
90,40,580.366,218.692
90,20,471.751,198.793
90,44,256.364,72.3822
91,43,305.791,231.803
91,40,581.458,218.363
91,20,471.976,196.317
91,45,254.581,74.6195
92,43,308.227,231.694
92,40,581.924,214.408
92,20,473.976,193.774
92,44,252.539,75.5974
93,43,316.735,234.25
93,40,586.706,208.509
93,20,478.729,185.649
94,43,320.469,237.106
94,40,588.282,209.751
94,27,481.672,183.291
94,44,245.872,74.7708
95,43,323.598,237.316
95,40,589.905,210.018
95,20,484.343,174.04
95,44,243.525,77.0761
96,43,327.405,236.519
96,40,591.074,208.508
96,42,487.911,172.139
96,44,240.847,77.4523
97,43,337.091,240.238
97,40,594.417,203.371
97,20,493.513,168.385
97,44,238.485,77.2272
98,43,340.448,241.178
98,20,523.163,212.728
98,20,518.204,186.853
98,40,595.891,202.924
98,27,495.017,170.329
98,44,236.133,78.3028
99,43,345.357,240.679
99,40,597.895,202.592
99,20,522.607,184.454
99,20,498.592,171.378
99,44,234.06,78.1498
100,43,355.623,241.138
100,40,600.882,198.68
100,20,528.727,190.842
100,20,500.207,171.544
100,45,230.501,79.533
101,43,360.682,245.802
101,46,603.118,195.152
101,40,610.894,181.135
101,27,530.532,191.535
101,40,597.973,177.814
101,27,504.264,163.291
102,43,364.369,247.171
102,40,604.394,193.116
102,20,533.771,189.663
102,20,506.337,167.946
102,44,226.636,80.7073
103,43,370.886,249.318
103,43,362.667,227.333
103,40,606.716,192.346
103,42,536.097,190.878
103,27,508.422,167.369
103,44,223.063,81.0787
104,43,378.138,256.458
104,40,610.731,192.494
104,40,542.315,187.312
104,20,512.37,160.911
104,44,219.219,80.3648
105,43,399.974,264.266
105,43,376,257.667
105,40,613.085,190.445
105,20,540.738,189.18
105,42,515.301,160.699
105,44,218.306,83.5683
106,43,405.016,266.167
106,43,394.051,255.095
106,40,617.252,188.893
106,27,537.924,180.023
106,44,211.084,81.3249
107,40,620.357,190.837
107,27,541.02,178.443
107,44,208.369,81.9602
108,43,414.589,269.874
108,40,620.658,190.822
108,20,544.121,171.529
108,44,206.901,85.772
109,43,438.844,264.929
109,40,625.17,185.438
109,20,546.672,176.909
109,45,201.672,85.0282
110,43,438.913,266.505
110,40,628.279,181.813
110,27,548.533,177.286
111,43,442.168,266.456
111,40,630.763,180.619
111,20,551.229,169.361
111,44,199.341,87.1019
112,43,449.255,266.983
112,47,565.887,201.629
112,40,633.132,180.45
112,42,549.462,165.912
112,44,198.611,86.0981
113,43,454.775,269.655
113,40,635.167,180.855
113,40,557.046,173.292
113,44,196.486,86.7531
114,48,762.189,293.05
114,43,466.672,255.138
114,40,639.622,176.468
114,20,561.598,173.871
114,44,191.034,84.4436
115,48,755.091,275.802
115,43,473.367,252.918
115,40,642.347,177.754
115,27,562.4,173.366
115,44,189.524,87.2857
116,48,753.848,273.84
116,43,480.614,257.389
116,40,644.721,178.25
116,27,563.256,165.286
116,44,186.907,89.64
117,43,485.548,264.499
117,48,752.283,271.768
117,40,645.791,179.073
117,20,569.743,170.792
117,44,183.328,87.3147
118,43,493.054,270.601
118,48,733.177,269.152
118,40,650.27,174.035
118,20,574.641,167.454
118,45,181.517,88.0647
119,43,504.771,263.659
119,48,725.673,270.232
119,40,653.731,170.992
119,27,575.533,169.301
119,44,178.882,91.4934
120,48,719.853,269.514
120,43,512.238,264.344
120,40,583.399,184.481
120,40,655.974,170.283
120,20,576.56,167.822
120,44,176.121,88.4712
121,48,706.626,264.45
121,43,523.743,263.049
121,40,661.511,170.897
121,42,583.834,164.195
121,44,171.521,88.5919
122,48,696.782,265.382
122,43,530.882,258.719
122,40,663.527,169.982
122,40,587.616,162.419
122,44,169.552,92.7333
123,43,546.073,266.974
123,48,684.349,263.684
123,40,668.251,166.532
123,20,591.848,163.06
123,44,164.155,88.6818
124,43,549.25,268.31
124,48,675.8,256.785
124,40,670.375,168
124,27,589.113,156.625
124,44,161.823,90.656
125,43,554.636,266.867
125,49,668.551,223.278
125,27,597.796,163.151
125,44,160.675,93.8596
126,43,562.974,261.915
126,48,657.761,258.86
126,40,674.198,165.778
126,20,599.056,159.067
126,44,159.066,94.1518
127,43,570.802,266.507
127,48,651.33,257.772
127,40,590.64,179.014
127,40,676.966,164.357
127,40,612.815,156.883
127,45,156.219,93.1726
128,43,581.106,277.594
128,48,640.601,249.687
128,40,681.389,158.042
128,27,606.553,154.379
128,44,149.604,92.3071
129,48,618.904,261.316
129,40,684.596,159.709
129,40,608.745,155.581
129,44,145.887,95.038
130,48,615.013,259.198
130,40,686.333,160.748
130,42,610.029,156.148
130,44,144.118,96.3705
131,43,611.867,264.057
131,40,691.628,155.87
131,40,614.732,154.308
131,44,140.119,94.3174
132,50,761.469,310.532
132,51,608.909,254.555
132,20,616.864,154.255
132,40,694.37,153.847
132,44,137.649,96.262
133,50,759.895,304.875
133,48,608.475,256.277
133,40,630.269,146.778
133,40,696.425,156.336
133,27,606.652,154.423
133,44,136.533,97.683
134,52,757.808,343.246
134,50,752.085,289.855
134,48,634.047,270.365
134,43,589.796,246.284
134,27,630.536,156.027
134,40,699.856,157.625
134,27,608.152,153.123
134,44,133.745,97.8643
135,50,743.601,309.623
135,48,639.082,270.943
135,43,584.802,244.728
135,20,631.026,144.109
135,40,700.786,157.733
135,20,610.285,151.773
135,44,130.191,96.8392
136,50,740.524,309.221
136,48,647.495,259.228
136,43,578.236,239.472
136,40,702.042,154.926
136,40,622.695,139.855
136,45,127.096,98.3688
137,50,733.771,303.51
137,48,656.258,254.288
137,43,573.17,241.007
137,27,631.337,162.583
137,40,705.661,152.88
137,27,616.686,139.004
137,44,125.066,100.958
138,50,715.945,297.184
138,48,672.882,265.684
138,51,560.998,243.723
138,40,626.905,150.827
138,40,710.02,147.179
138,44,120.351,98.8738
139,50,699.889,283.814
139,43,556.43,240.822
139,40,711.073,148.193
139,42,629.874,150.215
139,44,117.856,101.459
140,50,697.454,289.784
140,43,549.082,233.094
140,40,642.248,152.486
140,40,712.444,150.632
140,40,622.372,143.397
140,44,117.026,101.942
141,50,693.818,282.663
141,43,534.068,236.141
141,40,714.287,145.466
141,20,636.617,145.449
141,44,111.505,101.402
142,50,693.066,283.912
142,43,530.223,236.291
142,40,637.74,145.464
142,40,715.873,145.545
142,44,108.477,100.521
143,50,696.218,283.869
143,43,524.958,232.805
143,40,716.235,145.547
143,27,639.334,145.202
143,44,106.673,104.236
144,48,664.788,284.34
144,50,723.1,280.909
144,43,505.087,241.56
144,51,520.017,216.224
144,40,718.411,146.207
144,20,640.226,137.892
144,44,100.646,103.144
145,48,656.911,276.73
145,50,730.1,279.14
145,43,503.874,235.384
145,40,718.925,145.587
145,40,643.743,141.42
145,45,98.7461,102.473
146,48,648.835,282.369
146,50,738.5,273.979
146,43,503.812,226.221
146,40,719.17,143.536
146,27,645.938,142.596
146,44,96.006,105.024
147,53,400.624,257.405
147,48,636.71,278.966
147,50,750.973,276.989
147,43,485.189,221.606
147,40,719.672,144.331
147,40,648.022,142.463
147,44,92.5626,107.837
148,53,402.477,261.565
148,50,750.14,277.951
148,48,629.944,273.487
148,43,479.51,225.224
148,40,719.174,142.798
148,42,650.246,139.915
148,44,88.4648,105.126
149,53,448.654,261.617
149,50,757.002,287.27
149,48,624.259,277.169
149,53,403.299,248.08
149,43,474.663,226.537
149,40,666.352,158.326
149,40,640.648,145.157
149,40,719.806,143.286
149,44,85.5432,105.951
150,53,451.809,261.443
150,53,405.092,252.613
150,48,612.499,279.708
150,43,463.503,204.794
150,40,719.157,142.934
150,20,656.432,139.695
150,44,80.7421,110.961
151,53,451.338,258.868
151,53,404.025,256.743
151,48,604.685,275.599
151,43,455.003,197.438
151,40,666.97,143.039
151,40,718.871,148.26
151,40,647.133,140.345
151,44,77.7932,109.638
152,53,408.081,247.856
152,43,455.975,254.038
152,48,598.025,269.663
152,43,447.048,193.563
152,27,667.63,144.473
152,40,716.951,147.195
152,27,646.226,139.659
152,44,74.6606,107.711
153,53,450.742,264.111
153,53,412.883,262.193
153,48,586.117,274.37
153,40,712.568,151.769
153,20,660.124,137.553
153,44,71.1273,110.735
154,53,454.812,266.074
154,53,415.012,266.52
154,48,580.14,273.281
154,40,710.488,152.557
154,40,661.594,129.496
154,40,647.459,129.193
154,45,69.5239,112.483
155,43,458.321,266.9
155,53,415.851,263.205
155,48,573.755,267.529
155,40,709.974,151.97
155,27,664.55,140.617
155,27,648,118.667
155,44,64.9826,111.007
156,53,420.07,271.379
156,48,561.228,271.816
156,43,465.738,248.704
156,53,405.591,209.903
156,40,705.852,157.045
156,40,676.577,148.356
156,40,698.737,128.254
156,40,672,121.667
156,40,653.707,135.673
156,44,60.9425,113.888
157,53,417.807,266.606
157,48,555.12,274.068
157,43,468.446,250.926
157,53,402.576,211.41
157,40,699.651,146.188
157,40,677.449,143.495
157,42,655.481,136.117
157,44,58.9683,116.09
158,53,440.206,272.588
158,48,544.799,268.559
158,43,477.571,253.893
158,53,388.836,198.04
158,40,692.862,159.3
158,40,678.026,129.938
158,40,659.542,134.48
158,44,53.427,112.809
159,53,442.325,269.494
159,48,537.774,263.955
159,43,478.787,254.346
159,53,380.328,209.543
159,20,677.815,141.951
159,44,52.1189,114.395
160,53,438.5,269
160,48,532.513,266.589
160,43,480.775,256.806
160,53,375.65,205.318
160,40,686.492,146.707
160,40,662.481,133.808
160,44,50.6283,115.985
161,43,446.457,276.3
161,48,521.216,271.851
161,43,489.042,257.972
161,53,362.733,211.772
161,27,678.231,141.665
161,44,46.2041,116.392
162,43,508.788,275.933
162,43,467.866,256.944
162,53,358.124,213.488
162,20,678.397,142.246
162,44,42.7434,111.653
163,53,441.315,274.206
163,43,486.405,250.649
163,53,354.146,210.744
163,40,684.283,150.605
163,40,665.53,135.293
163,45,40.5215,109.667
164,43,481.17,265.968
164,53,349.118,208.043
164,27,680.409,141.027
164,44,35.6779,116.548
165,53,489.026,247.573
165,43,481.686,272.502
165,53,342.386,210.202
165,40,693.361,135.238
165,40,672.251,147.052
165,44,32.3297,116.6
166,43,493.191,301.248
166,43,467.352,265.265
166,43,507.424,252.88
166,53,331.668,212.283
166,40,678.804,143.674
166,44,29.8892,120.283
167,43,473.513,269.861
167,48,512.886,251.17
167,53,325.776,209.076
167,40,677.4,143.912
167,44,26.7194,121.329
168,53,482.482,282.096
168,43,463,260.667
168,43,456.682,264.098
168,48,519.599,257.809
168,53,319.592,207.41
168,20,658.283,159.857
168,20,688.417,131.353
168,44,25.3249,124.691
169,48,537.933,272.656
169,43,468.552,272.433
169,48,520.333,239
169,48,516,239.667
169,53,308.664,212.313
169,40,651.986,156.985
169,40,702.76,132.154
169,40,681.446,132.377
170,43,467.595,268.814
170,48,530.337,263.294
170,53,304.781,209.682
170,27,649.456,157.843
170,27,691.032,129.631
171,43,534.086,262.624
171,43,460.853,267.343
171,53,295.079,206.123
171,20,646.497,161.488
171,20,702.312,135.302
171,20,680.987,129.717
172,43,459.655,265.433
172,43,545.225,257.295
172,53,282.626,210.086
172,40,641.451,165.368
172,40,703.41,136.307
172,40,681.554,130.16
173,43,462.253,266.603
173,43,550.783,258.997
173,53,278.897,210.055
173,27,638.771,163.481
173,27,703.599,134.179
173,27,682.737,130.758
174,54,421.539,287.961
174,43,461.943,267.389
174,43,555,263.377
174,53,274.311,199.151
174,40,634.797,162.791
174,40,693.754,128.884
175,43,419.279,281.07
175,43,482.335,264.988
175,48,560.397,265.317
175,53,265.475,204.789
175,20,626.775,163.448
175,40,694.254,130.561
176,54,418.116,283.494
176,43,486.276,279.805
176,48,565.987,264.266
176,53,252.751,207.9
176,20,621.929,168.78
176,20,701.769,125.924
177,54,412.585,284.278
177,53,491.928,266.924
177,48,571.404,262.339
177,53,247.563,205.995
177,20,621.328,168.134
177,20,695.774,130.6
178,48,491.521,285.63
178,48,506.892,254.347
178,54,401.284,268.626
178,48,584.823,269.577
178,53,237.384,206.428
178,40,611.951,166.458
178,40,697.854,130.475
179,55,601.638,288.005
179,54,401.901,275.339
179,43,502.64,267.196
179,54,392.318,262.287
179,43,580.57,269.242
179,53,232.1,208.172
179,27,609.157,167.725
179,27,696.799,131.14
180,48,510.972,264.31
180,54,389.363,258.811
180,54,389.672,272.736
180,43,507.995,276.46
180,43,590.277,273.635
180,53,229.348,208.63
180,20,610.935,183.963
180,20,601.072,168.781
180,20,697.152,129.223
181,43,514.124,274.332
181,43,603.491,268.022
181,54,377.932,261.641
181,53,218.748,204.857
181,40,602.023,174.83
181,40,711.668,132.217
181,40,688.644,131.423
182,43,521.494,269.52
182,48,609.901,264.625
182,54,369.358,255.613
182,53,213.737,206.514
182,27,597.572,171.133
182,27,712.145,133.843
182,27,690.646,132.505
183,43,525.021,269.457
183,48,615.303,268.102
183,54,360.802,251.108
183,53,211.899,207.214
183,40,592.642,170.74
183,40,713.86,132.445
183,40,687.225,127.519
184,48,533.415,273.985
184,48,623.816,273.565
184,54,350.445,258.113
184,53,200.745,204.926
184,20,585.636,172.265
184,40,715.086,131.677
184,40,687.72,131.552
185,48,538.301,275.788
185,48,634.353,264.277
185,54,345.995,257.89
185,20,583.587,191.013
185,53,192.438,201.323
185,20,712.408,135.248
185,20,687.648,131.467
186,48,542.28,275.776
186,43,638.163,267.749
186,54,337.144,252.617
186,53,190.623,205.139
186,20,580.247,174.513
186,20,714.694,130.705
186,20,687.548,130.68
187,48,551.208,280.293
187,43,646.639,267.11
187,54,325.34,258.551
187,53,179.316,202.198
187,40,572.045,175.806
187,40,712.858,135.08
187,40,689.3,129.738
188,43,553.664,284.541
188,43,651.907,269.639
188,54,317.586,257.397
188,53,174.844,201.479
188,27,567.382,180.432
188,27,713.125,134.908
188,27,688.605,126.344
189,43,565.079,283.767
189,48,662.374,269.448
189,54,306.623,251.297
189,53,167.321,202.221
189,20,562.406,180.403
189,20,712.517,136.258
189,20,690.396,129.653
190,43,567.473,287.553
190,48,672.667,253.673
190,54,301.359,249.605
190,53,163.146,200.559
190,40,558.629,181.057
190,40,712.651,135.7
190,40,691.478,128.357
191,43,568.746,291.562
191,48,675.335,257.397
191,54,294.146,252.428
191,53,156.069,198.379
191,27,554.355,178.843
191,27,714.858,132.143
191,27,691.887,124.255
192,43,572.578,286.308
192,48,677.81,256.116
192,54,290.061,250.427
192,53,151.829,198.473
192,40,548.786,178.039
192,40,715.301,131.06
192,40,692.345,122.129
193,48,580.711,296.489
193,48,681.708,281.455
193,54,283.049,241.285
193,53,143.62,198.718
193,20,541.273,185.706
193,40,711.961,132.922
193,40,691.533,127.541
194,56,688.004,309.13
194,48,692.58,268.929
194,48,586.419,303.564
194,48,680.121,257.722
194,54,277.928,251.17
194,53,139.678,196.709
194,20,539.206,185.343
194,20,711.506,132.351
194,20,692.117,125.914
195,48,588.267,305.956
195,43,691.783,289.657
195,54,273.663,247.714
195,53,128.04,188.649
195,20,535.963,184.215
195,20,711.398,133.234
195,20,691.839,123.047
196,43,601.582,304.994
196,43,698.626,297.264
196,54,259.002,244.006
196,53,123.907,195.666
196,40,524.994,182.482
196,40,716.507,139.095
196,40,691.317,119.825
197,43,608.378,305.258
197,48,702.304,298.213
197,54,255.404,242.051
197,53,120.013,194.789
197,27,524.115,177.398
197,27,712.268,131.669
197,27,690.322,122.523
198,43,609.669,315.401
198,48,708.165,297.967
198,54,252.111,243.321
198,53,115.242,192.85
198,40,512.667,154.667
198,20,713.665,119.733
198,20,689.855,121.942
199,43,621.11,318.424
199,48,714.567,300.051
199,54,242.144,239.782
199,40,508.164,197.134
199,53,106.988,194.561
199,40,687.719,121.449
199,40,712.895,127.291
200,56,717.063,334.472
200,48,733,280.667
200,48,624.827,317.71
200,48,712.927,279.228
200,54,236.126,233.389
200,40,505.471,202.652
200,53,102.375,195.247
200,27,712.389,129.616
200,27,684.312,116.803
201,48,630.802,321.933
201,48,721.459,305.564
201,54,235.78,240.665
201,53,99.0724,194.306
201,40,499.927,182.923
201,40,711.219,127.927
201,40,690.196,122.641
201,40,680.52,120.453
202,43,641.083,332.659
202,48,728.503,308.657
202,54,227.481,238.087
202,53,91.3708,191.84
202,20,488.489,186.609
202,40,708.232,126.554
202,40,684.945,121.669
203,56,660.056,352.501
203,43,654.193,323.388
203,43,640.333,331.931
203,43,732.564,315.353
203,57,93.5034,208.528
203,54,221.811,236.976
203,53,75.7019,177.737
203,40,485.732,188.723
203,20,706.681,123.995
203,20,684.171,120.239
204,43,651.204,328.176
204,43,735.698,319.964
204,57,89.4819,214.09
204,54,216.779,233.774
204,53,76.005,175.657
204,40,483.875,192.278
204,20,704.501,127.497
204,20,682.018,125.134
205,56,650.667,356.667
205,56,645,356
205,43,662.544,349.161
205,43,744.407,322.926
205,54,210.897,232.6
205,27,474.537,194.298
205,53,77.0293,190.032
205,40,703.313,128.933
205,40,683.172,123.457
206,43,662.068,349.88
206,48,747.32,325.896
206,54,203.715,231.377
206,40,469.982,197.532
206,53,70.9705,191.644
206,27,703,128.058
206,27,681.443,125.942
207,43,665.765,349.465
207,48,749.871,327.762
207,54,201.562,230.39
207,40,468.24,200.019
207,53,68.7035,190.639
207,20,702.827,128.891
207,20,679.551,125.351
208,43,668.66,351.782
208,48,755.84,329.452
208,54,193.562,231.286
208,40,458.312,185.854
208,40,450.969,191.129
208,53,58.1511,186.706
208,40,702.182,126.271
208,40,672.193,116.095
209,48,669.069,357.801
209,48,754.275,322.683
209,54,188.665,225.963
209,53,67.0733,196.897
209,40,451.794,192.536
209,53,48.5682,182.285
209,27,702.226,127.116
209,27,675.663,127.797
210,48,671.467,360.349
210,58,758.647,305.548
210,40,445.455,210.957
210,54,179.382,223.132
210,40,452.087,194.848
210,53,52.4823,188.397
210,40,702.321,127.84
210,40,674.415,131.4
211,43,671.981,363.905
211,48,764.564,341.621
211,54,171.457,229.741
211,40,438.058,181.084
211,53,44.6345,186.145
211,40,675.086,138.862
211,40,702.925,126.145
212,43,665.956,366.369
212,54,166.749,225.819
212,53,38.9958,184.904
212,20,701.965,127.278
212,20,672.802,129.176
213,43,661.684,369.677
213,54,162.189,226.718
213,57,46.1693,196.17
213,53,31.3311,181.965
213,20,701.603,127.358
213,20,672.199,129.501
214,43,656.15,372.142
214,54,156.227,226.437
214,40,416.194,181.415
214,53,29.6751,184.106
214,40,698.344,127.127
214,40,671.579,132.802
215,43,650.571,370.877
215,54,147.293,227.703
215,40,409.948,195.57
215,53,26.1109,180.614
215,27,696.936,128.667
215,27,672.269,130.272
216,43,645.322,377.531
216,54,142.495,227.344
216,40,406.388,199.148
216,53,22.2483,183.113
216,20,697.777,126.435
216,20,672.11,131.867
217,43,633.765,371.689
217,54,140.366,227.338
217,40,401.452,186.264
217,53,22.1117,181.998
217,40,671.799,133.434
218,48,630.252,373.142
218,40,400.161,216.657
218,54,136.117,225.835
218,27,671.412,134.054
219,43,616.431,370.239
219,48,754.87,293.96
219,54,123.209,227.905
219,40,671.026,139.381
220,43,606.953,370.544
220,48,757.074,294.357
220,40,376.28,222.016
220,54,119.398,225.904
220,40,674.197,142.846
221,43,597.863,367.4
221,48,754.382,289.166
221,54,115.091,223.401
221,40,375.27,179.889
221,20,667.519,137.396
222,59,603.325,403.701
222,43,593.872,363.509
222,48,748.006,285.892
222,54,109.011,224.317
222,40,370.266,197.069
222,20,667.38,137.102
223,48,580.387,362.669
223,48,736.55,285.391
223,54,102.509,227.138
223,40,360.122,206.131
223,40,674.241,144.236
224,43,579.919,358.322
224,48,733.269,282.622
224,54,99.3434,226.517
224,40,354.604,209.766
224,27,672.914,146.804
225,43,564.716,356.252
225,48,726.552,279.256
225,54,94.0718,226.318
225,40,351.978,210.449
225,20,672.313,147.263
226,43,555.103,355.472
226,48,714.931,275.619
226,54,81.513,220.318
226,40,340.185,205.825
226,40,666.265,135.545
227,60,763.121,346.588
227,43,549.13,352.94
227,48,710.682,275.433
227,54,82.5585,224.706
227,40,333.762,207.99
227,27,667.268,147.062
228,61,761.954,358.368
228,48,543.502,349.399
228,48,705.944,272.894
228,54,78.23,223.398
